,category,question,answer,links
119,기타민원,키워드로 보는 서비스는 무엇인가요?,"입학,연말정산 등 월별 또는 시즌별 주요 키워드를 선정하고,해당 키워드에 맞는 서비스 또는 정책정보를 추천하는 서비스입니다.",[]
120,기타민원,공공자원 공유 메뉴는 무엇인가요?,중앙부처·지자체·공공기관이 업무용으로 사용하고 있는 회의실？주차장 등의 시설을 함께 사용할 수 있도록 국민에게 개방되어 있는 공공자원 시설 현황을 안내합니다.,[]
121,기타민원,사실/진위확인 메뉴는 무엇인가요?,정부24에서 발급받은 증명서.확인서 등에 대한 진위를 확인할 수 있습니다.,[]
122,기타민원,신청·조회·발급 메뉴는 무엇인가요?,정부24에 있는 약 10만 종의 서비스 중 각 기관과 연계하여 정부24 사이트에서 바로 신청·조회·발급 가능한 서비스만 모아둔 메뉴입니다.,[]
123,스마트폰,QR코드 인증(로그인)은 무엇을 말하는건가요?,"­ 정부24 대표홈페이지에 로그인할 경우 간편하게 할수 있도록 스마트폰의 QR코드를 활용할 수 있습니다.단, 스마트폰으로 지문인증을 등록하셔야 가능하며, (스마트폰) 로그인 > 지문 > 지문(재)등록 의 절차로 진행하세요.※ QR코드 로그인 이용방법
● 준비1 : [PC]로그인 > 지문 > 공동인증서 지문로그인 또는 아이디 지문로그인 선택 한 후 팝업의 QR코드를 확인.
● 준비2 : [스마트폰] 상단 QR코드 마크 선택 후 QR코드 스캔화면 > [PC] 팝업의 QR코드에 카메라 접근 > 등록된 지문인식 > 지문확인번호 4자리 입력 > [PC] 확인버튼 선택 후 종료",[]
124,스마트폰,지문확인번호(이중인증) 4자리를 요구하는 이유는 무엇인가요?,­ 지문(재) 인증 후 사용자의 보안강화를 위해 이중인증(비밀번호 4자리)를 추가로 등록해야 합니다.,[]
125,스마트폰,생체인증을 사용하려고 하는데 등록되지 않습니다.,"­ 생체인증을 등록하시려면 아래의 사항을 체크해 주세요
● 생체인증을 사용하기 위해 지원되는 스마트폰인지 확인합니다.
● 생체인증이 지원되는 스마트폰에 지문이 등록되어야 합니다.※ 제조사에 문의하거나 제공된 매뉴얼을 참조하세요.
● 생체인증을 등록하기 위해서는 1회에 한해 공동인증서 또는 아이디 로그인이 필요합니다.",[]
126,스마트폰,공동인증서가 없는 PC에서 로그인이 가능한가요?,"정부24에서는 공동인증서가 없는 PC에서도 로그인이 가능한 서비스를 제공하고 있습니다. 모바일폰에서 지문복합인증을 등록한 경우, 공동인증서가 없는 PC에서도 QR코드 스캔과 모바일 지문복합인증을 통해 로그인 가능합니다.

※ 모바일폰 상단 QR코드 마크 선택 → QR코드 스캔(PC) → 지문 인식 및 지문확인번호 4자리 입력(모바일) → 공동인증서가 없는 PC에서 로그인",[]
127,회원관리,아이핀 사용자인데 로그인 시 주민등록번호를 입력하는 화면으로 이동합니다.,"정부24의 민원서비스에서 제공되는 민원사무처리를 위해서는 주민등록번호(외국인등록번호) 사용이 필요합니다.
(근거법령 「전자정부법시행령」 제90조)

공공아이핀 단계적 폐지 계획에 따라 2018. 8.2. 부로 정부24에서 더 이상 아이핀을 이용하실 수 없습니다.

계속 이용을 원하실 경우 주민등록번호(외국인등록번호)를 입력해 주시기 바랍니다.

※ 아이핀으로 가입한 회원은 로그인 시 주민등록번호 수집화면으로 이동합니다.",[]
128,기타민원,정책정보 이용방법이 궁금합니다.,"1. 정부24 메인에서 최근 정책뉴스, 연구보고서, 간행물, 정책자료를 확인할 수 있습니다.

2. 분야별 정책정보를 통해 원하는 콘텐츠를 찾을 수 있습니다.
https://www.gov.kr/portal/gvrnPolicy/listAll?Mcode=11040

분류별, 가관별, 기간별로 지정하여 정책정보를 찾을 수 있으며 검색을 통해 원하는 정책정보를 정확하게 찾을 수 있습니다.

3. 정책정보 상세 페이지에서 자세한 정보를 확인하세요. 원문보기를 선택하면 해당 사이트로 이동합니다.",[]
129,기타민원,정부서비스 신청방법이 궁금합니다.,"1. 신청·조회에서 원하는 서비스를 선택하거나, 정부서비스 더 보기 버튼을 통해 해당 메뉴로 이동합니다.


2. 조회 또는 신청하고자 하는 서비스를 찾기 위해 카테고리 선택을 해 주시면 됩니다.


3. 서비스 안내를 받으시려면 타이틀 영역을 클릭하시고, 바로 조회 또는 신청하시려면 조회 또는 신청 버튼을 클릭하시면 됩니다.


4. 안내 페이지에서 해당 서비스 내용을 확인할 수 있습니다. 조회 또는 신청 버튼을 클릭하시면, 해당 페이지로 이동합니다.


5. 필요한 항목을 입력하시고, 인증절차를 거치시면 해당 내역을 조회 또는 신청하실 수 있습니다.


6. 정부24 모바일앱 > 스와이프 메뉴 > 신청·조회 > 서비스 신청 또는 정부서비스 더 보기를 통해 메뉴로 이동합니다.


7. 정부서비스 신청 메뉴에서 카테고리 선택 후 서비스를 신청하시면 됩니다.",[]
130,스마트폰,정부24 안내톡 이용방법이 궁금합니다.,"정부24 안내톡을 통해 약 5,000종의 민원사무에 대한 답변을 확인할 수 있습니다.

1. 카카오톡에서 정부24 안내톡을 검색합니다.


2. 정부24 안내톡 친구추가합니다.


3-1. 원하는 키워드(예시: 전입신고)를 입력합니다.
3-2. 정부24 안내톡 답변을 확인합니다.


4. 답변 목록에서 진행하고자 하는 답변을 선택합니다.


5. 답변을 확인합니다.


6. 서비스를 안내받고 서비스를 신청할 경우, 앱 다운로드 페이지로 이동합니다.",[]
131,민원발급,무인민원발급기 위치가 궁금해요.,"전국에 설치되어 있는 무인민원발급기 현황입니다.

(PC)
정부24 상단에 전체메뉴 열기 > 고객센터 > 서비스지원 > 무인민원발급안내 페이지
(모바일)
정부24 앱에서 좌측 三 > 고객센터 > 서비스지원 > 무인민원 발급 안내 페이지

무인민원발급안내 바로가기",['https://www.gov.kr/mw/AA090NoManMinwonView.do']
132,기타민원,주소 검색을 했는데 결과가 나오지 않아요.,"정부24의 주소검색은 키워드 검색과 지번주소 2가지 유형으로 구분됩니다.
키워드 검색은 도로명 주소, 지번 주소 모두 검색 가능한 유형이며, 지번 주소 검색은 지번만 검색 가능합니다.
키워드 검색내에서 모두 검색 가능한 도로명 주소와 지번 주소의 자세한 내용은 다음과 같습니다.

1. 지번 주소는 법률로 지정된 행정구역단위의 법정동 기준으로 주민등록등본에 표시된 주소입니다.

예) 대치동(O), 대치1동(X), 대치2동(X)

2. 도로명 주소는 시도+시군구+도로명+건물번호로 구성되어 있습니다. 도로명 주소가 궁금하시면 도로명주소안내시스템(www.juso.go.kr)에서도 확인 가능 가능합니다.",[]
133,전자결제,신용카드 결제 팝업 오류가 납니다.,"인터넷 익스플로러에서 신용카드 결제가 정상적으로 처리되지 않을 경우,

인터넷 익스플로러의 보안설정에 따른 현상으로 신뢰할 수 있는 사이트 등록을 해주셔야 합니다.


▶ 신용카드사별 신뢰할 수 있는 사이트 등록 목록

카드사 오류 유형별 추가 URL
팝업창 오픈 오류 승인시 오류
BC카드, 국만카드
기타 ISP 계열 은행카드
(우체국, 전북은행 등) *.vpay.co.kr
국민카드 *.kbcard.com *.lgcns.com
신한카드 *.shinhancard.com
삼성카드 *.samsungcard.co.kr
현대카드 *.hyundaicard.com
NH카드 *.nonghyup.com
하나카드 *.hanacard.co.kr *.isaackorea.net
시티카드 *.citibank.co.kr
롯데카드 *.lottecard.co.kr *.rocomo.com


① 팝업창 관련 오류시 ""팝업창 오픈 오류"", ""승인시 오류"" 2개 URL 추가

② 결제창 오픈은 정상이나 승인시 오류 발생시에는 ""승인시 오류""에 해당하는 URL만 추가 등록


▶ 팝업 결제창 정상 오픈되지 않고 메인창에 호출되는 경우 조치사항

① 브라우져 신뢰사이트에 등록하여 조치함

[도구]-[인터넷옵션]-[보안] ""신뢰할 수 있는 사이트""에 해당 URL 등록후 브라우져 재기동후

결제 진행

② 호환성 보기 설정 해당 사이트 등록후 재진행함

[도구]-[호환성 보기 설정] 위 해당 URL 추가후 브라우져 재기동후 결제 진행

③ 기존 캐쉬가 남아 있는 경우 캐쉬 삭제 및 PC 리부팅후 재진행함

[도구]-[인터넷옵션]-[일반] ""검색기록"" 항목에 삭제 버튼을 통해 캐쉬 삭제후 PC리부팅후 재진행",[]
134,기타민원,주민등록 정정(말소) 신청시 스크립트 오류로 신청이 안됩니다.,"주민등록 정정(말소) 신청시 신청 PC에서 스크립트 오류가 발생하면 민원 신청시 입력사항이 제대로 전달되지 않아서 반려될 수 있습니다.
스크립트 오류가 발생하는 경우 아래와 같이 조치 하여 사용해 주시기 바랍니다.

○ 호환성보기 설정 변경 적용

- 인터넷 창 상단에 도구 -> 호환성보기 설정에서 gov.kr - 추가



○ 웹페이지 열때마다 설정

- 인터넷 창 상단에 도구 -> 인터넷 옵션 -> 검색기록 설정 -> ""웹페이지 열때마다"" 선택 후 확인





○ 검색기록 삭제

- 인터넷 창 상단에 도구 -> 인터넷옵션 -> 일반 탭 -> 검색기록 삭제",[]
135,전입신고,온라인 전입신고 신청 3단계에서 세대원정보조회가 되지 않습니다,"<세대원정보조회 시 자료가 없다고 나오는 경우>

개명 또는 회원정보상 성명에 공백이 포함된 경우로 [회원정보관리-수정-성명변경] 후 이용해 주시기 바랍니다.
세대원정보조회가 되지 않더라도, 하단에 입력칸이 활성화되면 직접 입력은 가능합니다.

<세대원정보조회 시 팝업창에 로딩이 계속되는 경우>

사이트 이용이 원활하지 않은 경우 아래와 같이 조치하여 사용해 주시기 바랍니다.

○ 신뢰할 수 있는 사이트 추가

- 인터넷 창 상단에 도구 -> 인터넷 옵션 -> 보안 탭 -> 신뢰할 수 있는 사이트에 정부24 관련 사이트는 지우고, *.gov.kr만 추가

○ 이 영역에 있는 모든 사이트에 대해 서버 검증(https:) 필요 - 체크 해제

- 인터넷 창 상단에 도구 -> 인터넷옵션 -> 보안 탭 -> 사용자 지정수준 -> 기타 항목에 혼합된 콘텐츠 표시를 '사용'에 체크


1) 도구 > 인터넷 옵션 선택




2) 보안 > 신뢰할 수 있는 사이트 선택




3) 정부24 관련 사이트는 지우고, *.gov.kr만 추가




4) 사용자 지정수준 -> 기타 항목에 혼합된 콘텐츠 표시를 '사용'에 체크



○ 호환성보기 설정 변경 적용

- 인터넷 창 상단에 도구 -> 호환성보기 설정에서 gov.kr - 추가",[]
136,스마트폰,모바일에서 정부24 이용을 위한 공동인증서 등록은 어떻게 하나요?,"기존에 거래은행 또는 금융투자회사 등을 통해 발급받은 인증서를 최초 1회만 공동인증서를 등록하시면 편리하게 이용하실 수 있습니다.
○ ‘공동인증서 등록’ 메뉴 진입 방법
- 모바일앱 초기화면 우측 상단 (三)메뉴를 클릭 > 좌측 ‘MyGov' 클릭 > 회원정보 하위메뉴 ‘공동인증서등록’ 클릭
- 모바일앱 초기화면 우측 상단 (三)메뉴를 클릭 > ‘로그인’ 클릭 > ‘공동인증서 등록’ 버튼 클릭

* 모바일에 공동인증서 가져오기는 자주묻는 질문에서 ""모바일에서 공동인증서는 어떻게 가져오나요?"" 게시글을 참고하시길 바랍니다.",[]
137,스마트폰,모바일 정부24에서 회원가입이 가능한가요?,"모바일앱 메인 화면 우측 상단 사람 형태 아이콘 클릭 > 아이디 로그인 하단의 ‘회원가입’ 버튼 클릭 후, 회원가입 절차대로 관련 정보를 입력합니다.

○ 1단계(회원선택)
: 회원가입 시 회원 유형을 선택한 후, 회원 유형에 따른 인증절차를 수행함.
○ 2단계 (회원약관동의)
: 이용약관 및 개인정보 수집 및 이용에 동의해야만 정상적으로 서비스 이용이 가능함.
○ 3단계 (회원정보입력)
: 회원가입 시 필요한 필수 입력 정보 및 선택 입력 정보들을 입력해야 회원가입이 진행됨.
○ 4단계 (회원가입완료)
: 회원가입이 정상 완료되면 회원가입 안내 페이지로 이동한다. 단 내국인 중 14세 미만 회원의 경우, 임시정보가 정상 등록 되었다는 안내 페이지로 이동함.
○ 추가 정보 입력
: 내국인 또는 외국인 회원인 경우, 생활정보 및 맞춤정보를 추가로 입력하여 생활에 필요한 정보를 한 번에 안내 받고, 정보를 중복입력하는 불편해소 가능함.
14세 미만 회원 중 자녀확인을 통해 회원가입을 완료하지 않은 회원은 추가정보를 입력할 수 없음.",[]
138,민원발급,"통신판매업 신고시 ""취급품목 선택 후 이용"" 메시지가 확인됩니다.","1. 인터넷창 상단 [도구 - 호환성보기설정] 클릭하여 gov.kr 추가

2. 정부24 상단 - 고객센터 - 민원발급지원 - 프로그램 설치 확인 - 구비서류 업로드 프로그램 설치 후

이용 필요",[]
139,민원발급,"""사용하시는 브라우저에서는 지원하지 않습니다"" 오류","1. Internet Explorer 가 아닌 다른 브라우져를 이용하는 경우에 발생되는 메시지로 Internet Explorer로 이용 필요

2. Internet Explorer 를 이용하는 경우에도 해당 오류가 확인된다면 상단 인터넷 도구 (alt +t) - 호환성보기설정- gov.kr 추가 후 이용필요",[]
140,민원발급,문서출력시 '스풀기능을 사용하고 인쇄' 메시지 확인,"'스풀기능을 사용하고 인쇄' 메시지가 확인되는 경우 아래 안내사항을 참고 바랍니다.

1. 왼쪽 하단에 시작 버튼 옆에 아이콘 중 ""e""라고 되어 있는 아이콘에 오른쪽 마우스 클릭, ""Internet Explorer"" 에 오른쪽 마우스를 클릭하면 ""관리자 권한으로 실행""이라는 항목이 나옵니다.

2. ""관리자 권한으로 실행""을 클릭 후 새 창에서 정부24접속하여 이용해 주시기 바랍니다.

3. 정부24 홈 상단 - 고객센터 - 민원발급지원 - 프로그램 설치 확인 - 보안 필수 프로그램 중 - 인터넷 민원발급 (ezCertForClient) 프로그램을 컴퓨터 OS(윈도우Xp 또는 윈비스타, 윈7 이상)에 맞게 선택하여 실행합니다.",[]
141,민원발급,'문서보호 기능을 지원하는 모듈이 설치되지 않아 문서를 열람할 수 없습니다.' 메시지가 확인 됩니다.,"'문서보호 기능을 지원하는 모듈이 설치되지 않아 문서를 열람할 수 없습니다.' 가 나오더라도 상단 프린터 아이콘을 클릭하시어 출력은 가능 합니다.



뷰어프로그램상 출력 전에 원본문서를 열람할 수 있는 기능이 있으나 이용하시는 PC의 보안설정이 높거나, 원격이나 블루투스, 보안 등의 프로그램이 구동중인 경우 원본문서 열람이 안되는 부분입니다.
따라서 출력을 원하시면 해당 메시지가 나오더라도 상단 프린터 아이콘을 클릭하여 인쇄를 진행하시고, 열람을 원하시거나, 출력시 노란색 느낌표가 확인된는 경우, 인터넷 접속을 관리자권한 실행으로 진행하거나, PC에 구동중인 프로그램들을 모두 종료 후 이용바랍니다.

(인터넷 접속시 관리자권한 실행 방법)
1. 왼쪽 하단에 시작 버튼 옆에 아이콘 중 'e'라고 되어 있는 아이콘에 오른쪽 마우스 클릭. 'Internet Explorer'에 오른쪽 마우스를 클릭하면 '관리자 권한으로 실행'이라는 항목이 나옵니다.
2. '관리자 권한으로 실행'을 클릭 후 새 창에서 정부24를 접속하여 이용해 주시기 바랍니다.",[]
142,기타민원,타사이트 링크 가능민원 확인하기,"국세민원 : www.hometax.go.kr
초중등학교 민원 : www.neis.go.kr
건축물 대장 : www.eais.go.kr
가족관계증명서 : efamily.scourt.go.kr
자동차 등록증 : www.car365.go.kr
토지이용규제 열람 : luris.molit.go.kr
공동주택 가격확인 열람 : www.realtyprice.kr
확정일자(인터넷 등기소) : www.iros.go.kr","['http://www.hometax.go.kr/', 'http://www.neis.go.kr/', 'http://www.eais.go.kr/', 'http://efamily.scourt.go.kr/', 'http://www.car365.go.kr/', 'http://luris.molit.go.kr/', 'http://www.realtyprice.kr/', 'http://www.iros.go.kr/']"
143,민원발급,발급프로그램 설치 안됨 메시지가 반복됩니다.,"정부24에서 사용되는 프로그램이 정상적으로 작동되지 않아 발생되는 문제입니다.
아래 내용대로 조치후 이용해 주시기 바랍니다.

(발급프로그램 수동설치 방법)

① 윈도우 버전 확인 (바탕화면 - 내피씨 or 컴퓨터 우클릭 속성 )
② 정부24 홈페이지 - 고객센터 - 서비스 지원 - 프로그램 설치 확인 - 보안 필수 프로그램 중
- 인터넷 민원발급 (ezCertForClient) 프로그램을 컴퓨터 OS(윈도우Xp 또는 윈비스타, 윈7 이상)에 맞게 선택 후 저장
③ 모든 인터넷창 종료 후
④ 시작 - 제어판 - 프로그램 및 기능 - 정부24 민원발급프로그램 삭제
⑤ 바탕화면 저장된 프로그램 더블클릭 실행
⑥(32비트 인 경우) 바탕화면 왼쪽 하단에 시작 버튼 옆에 아이콘 중 ""e""라고 되어 있는 ""Internet Explorer 브라우저 시작"" 아이콘에 오른쪽 마우스를 클릭하여 ""관리자 권한으로 실행""으로 정부24 접속

(64비트 인 경우 ) 바탕화면의 컴퓨터 -> 로컬드라이브C -> Program files(x86) -> Internet Explorer

-> iexplore.exe 아이콘에 오른쪽 마우스를 클릭하여 ""관리자 권한으로 실행""으로 정부24 접속

⑦ 도구- 인터넷 옵션 - 보안에서 신뢰할수 있는 사이트에 *.gov.kr 추가 등록
⑧ 도구 - 호환성보기 설정 - gov.kr 추가

만약, 위 설치 후에도 동일한 오류가 발생한다면

정부24 화면 상단 - 도구 - 추가기능관리 -(이름) EzCertForClinet Control - 게시자 : SGA ~를 사용함으로 변경 후 이용이 필요합니다.

그럼에도 오류가 발생할 경우 불편하시더라도 다른 환경에서 출력시도하시거나, Help Desk (070-7308-9203~7)로 연락 주시기 바랍니다.",[]
144,환경설정,보안프로그램 로딩중'메시지만 나오고 다음 진행이 안돼요,"① PC 왼쪽하단 윈도우 시작클릭후-모든프로그램-internet explore에 마우스 우클릭-관리자 권한실행 클릭 후 정부24 접속
② 도구 - 인터넷 옵션 - 보안에서 신뢰할수 있는 사이트에 *.gov.kr 추가 등록
③ 도구 - 호환성보기 설정 - gov.kr
④ 도구 - ActiveX 필터링 체크 해제
⑤ 프로그램 내려받기(클릭) - 보안 필수 프로그램 중
- 인증서(공동, 금융) 및 화면 보안(AnySign4PC)파일
- 키보드 보안(touchen nxkey~32bit)파일
- 인터넷 민원발급(ezCertForClient)파일을 바로 실행

* 새창으로 정부24 접속을 한 경우에는 PC에 따라 호환성이 제외되는 경우도 있으니, 상단 도구 - 호환성보기 설정 - gov.kr 의 정상 추가 여부를 반드시 확인 후 이용 부탁드립니다.",['http://www.gov.kr/portal/ntcItm/39696']
145,기타민원,지방세 체납 조회방법,"정부24에서는 지방세 과세 및 납세증명은 제공하지만 체납내역은 확인할 수 없습니다.
서울시의 체납내역은 서울시 지방세 인터넷 납부시스템(www.etax.seoul.go.kr)에서 확인하실수 있습니다.
서울시 이외 체납내역은 지방세 전자납부 시스템(www.wetax.go.kr)에서 확인하실 수 있습니다.","['http://www.etax.seoul.go.kr/', 'http://www.wetax.go.kr/']"
146,민원발급,'문서보호 기능을 지원하는 모듈이 설치되지 않아 문서를 열람할 수 없습니다.' 메시지가 확인 됩니다.,"'문서보호 기능을 지원하는 모듈이 설치되지 않아 문서를 열람할 수 없습니다.' 가 나오더라도 상단 프린터 아이콘을 클릭하시어 출력은 가능 합니다.



뷰어프로그램상 출력 전에 원본문서를 열람할 수 있는 기능이 있으나 이용하시는 PC의 보안설정이 높거나, 원격이나 블루투스, 보안 등의 프로그램이 구동중인 경우 원본문서 열람이 안되는 부분입니다.
따라서 출력을 원하시면 해당 메시지가 나오더라도 상단 프린터 아이콘을 클릭하여 인쇄를 진행하시고, 열람을 원하시거나, 출력시 노란색 느낌표가 확인된는 경우, 인터넷 접속을 관리자권한 실행으로 진행하거나, PC에 구동중인 프로그램들을 모두 종료 후 이용바랍니다.

(인터넷 접속시 관리자권한 실행 방법)
1. 왼쪽 하단에 시작 버튼 옆에 아이콘 중 'e'라고 되어 있는 아이콘에 오른쪽 마우스 클릭. 'Internet Explorer'에 오른쪽 마우스를 클릭하면 '관리자 권한으로 실행'이라는 항목이 나옵니다.
2. '관리자 권한으로 실행'을 클릭 후 새 창에서 정부24를 접속하여 이용해 주시기 바랍니다.",[]
147,민원발급,not cache data 오류 발생,"원인: 공동인증서 경로가 맞지 않거나 저장이 잘못된경우, 또는 휴대폰 유료 인증서의 경우 발생됨

조치사항 :

1.pc상의 인증서를 인증서 찾기로 진행 경우

⇒ 공동인증서의 정상경로로 저장이 필요
(인증서 새로 저장, 복사, 재발급 등)

2. 휴대폰 유료인증서 진행 경우
- 보안프로그램 충돌부분으로 수동설치 필요
< 보안프로그램 수동설치 방법 >

1) 모든 인터넷창 종료 후

2) 제어판 - 프로그램 제거 - AnySign4PC , touchen key~32bit(또는 64bit)제거, touchen nxkey~32bit(또는 64bit)제거,

3) PC 왼쪽하단 윈도우 시작클릭후 -모든프로그램-internet explore에 마우스 우클릭 하시면 관리자 권한실행 클릭 후 정부24 접속

4) 도구- 인터넷 옵션 - 보안에서 신뢰할수 있는 사이트에 *.gov.kr 추가 등록

5) 도구 - 호환성보기 설정 - gov.kr 추가

6) 정부24 메인화면 - 상단 고객센터 - 서비스지원 - 프로그램 설치 확인 - 보안 필수 프로그램 중 -신청정보 암호화 (AnySign4PC)파일 , 키보드 보안(touchen nxkey~32bit) 프로그램을 바로 실행
(64비트는 32비트, 64비트 모두 실행 )

* 새창으로 정부24 접속을 한 경우에는 pc에 따라 호환성이 제외되는 경우도 있으니, 상단 도구 - 호환성보기 설정 - gov.kr 의 정상 추가 여부를 반드시 확인 후 이용 부탁드립니다. *
* 동일오류 발생시 해당프로그램 담당업체인 소프트포럼 1644-0128로 문의바랍니다.",[]
148,민원발급,보안프로그램 로딩중 메시지만 나와요.,"① PC 왼쪽하단 윈도우 시작클릭후-모든프로그램-internet explore에 마우스 우클릭-관리자 권한실행 클릭 후 정부24 접속
② 도구 - 인터넷 옵션 - 보안에서 신뢰할수 있는 사이트에 *.gov.kr 추가 등록
③ 도구 - 호환성보기 설정 - gov.kr
④ 도구 - ActiveX 필터링 체크 해제
⑤ 정부24 메인화면 상단 - 고객센터 - 서비스지원 - 프로그램 설치 확인 - 보안 필수 프로그램 중
- 신청정보 암호화(AnySign4PC)파일
- 키보드 보안(touchen nxkey~32bit)파일
- 인터넷발급(위변조 보안)(ezCertForClient)파일을 바로 실행

* 새창으로 정부24 접속을 한 경우에는 PC에 따라 호환성이 제외되는 경우도 있으니, 상단 도구 - 호환성보기 설정 - gov.kr 의 정상 추가 여부를 반드시 확인 후 이용 부탁드립니다.",[]
149,환경설정,로그인 후 백지화면이 나올 경우 조치방법입니다.(IE8.0),"+ 인터넷 브라우져(Internet Explore) 버전8.0 만 해당합니다.

웹 페이지 오류로 인해 웹 페이지가 올바르게 동작하지 않은 경우입니다.
HTML Parsing Error. Unable to modiify the parent container element before the chid element is closed(KB927917)

○ 조치방법
윈도우 업데이트가 필요합니다.

단, 운영체제(OS)가 windown7일 경우 민원자료실에서 파일을 다운받아 설치합니다.
운영체제 32bit, 64bit에 따라 파일이 구분되니 해당파일을 다운받아 압축을 풀고 설치합니다.
- 32bit : Windows6.1-KB2360131-x86.zip
- 64bit : Windows6.1-KB2360131-x64.zip",[]
150,민원발급,로그인시 통신채널 생성실패 메시지가 확인됩니다,"(alt+ t) 도구- 인터넷 옵션- 보안 - 로컬인트라넷 선택 - 사이트(s) 클릭 후
인트라넷 네트워크를 자동으로 검색 해제
- 하단 3개항목 모두 해제 후 확인

옵션창 적용/확인 후

모든 ie창 종료 후 새로 접속해서 이용바랍니다",[]
151,민원발급,민원신청하기 클릭 후 화면 반응이 없어요 (민원신청 후 반응없음),"하단 안내사항 2항목을 확인 후 이용부탁드립니다.

○검색기록 삭제하는 방법
1.메뉴 중에서 도구 - 인터넷옵션 선택 후, 검색기록의 [삭제]버튼을 클릭합니다.
(상단메뉴에 도구가 안보일 경우 [Alt]키를 누른 상태에서 T를 누르면 메뉴가 나타납니다.)
2.즐겨찾기 웹 사이트 데이터 보존 항목만 체크 해제 한 후 , 나머지는 모두 체크하고 [삭제]버튼 클릭합니다.

○인터넷 파일의 설정을 확인 및 변경하는 방법
1.메뉴 중에서 도구 - 인터넷옵션 선택 후, 검색기록의 [설정]버튼을 클릭합니다.
2.저장된 페이지의 새 버전 확인: ◎웹 페이지를 열 때마다 를 선택 후, [확인]버튼을 클릭합니다

새창으로 이용하시고 동일 오류가 발생되는 경우 정부24 헬프데스크 1588-2188로 문의주시기 바랍니다.",[]
152,민원발급,팝업이 차단됐다는 메시지가 반복됩니다. -팝업해제 방법,"* 엣지(Edge) 이용시

팝업차단 해제방법 (Edge 이용시)
Edge 브라우저 주소창에 아래 주소를 복사해서 붙여넣고 접속합니다.
edge://settings/content/popups

1. 팝업차단을 모두 해제하시려면 스위치버튼을 클릭하여 해제합니다.

2. 정부24의 팝업만 허용하시려면 추가버튼을 클릭하시고 [*.]gov.kr 을 입력합니다.




* 크롬(Chrome) 이용시

팝업차단 해제방법 (Chrome 이용시)
Chrome 브라우저 주소창에 아래 주소를 복사해서 붙여넣고 접속합니다.
chrome://settings/content/popups

1. 팝업차단을 모두 해제하시려면 위 라디오 버튼을 선택합니다.

2. 정부24의 팝업만 허용하시려면 추가버튼을 클릭하시고 [*.]gov.kr 을 입력합니다.",[]
153,민원발급,"파일첨부하여 민원신청하기 클릭 후 ""구비서류변환시 오류가 발생~"" 메시지가 확인됩니다.","첨부 파일의 변환관련 오류가 발생한 부분으로

1. 첨부파일을 캡쳐하여 JPG 파일로 재 저장,
기존 JPG파일인 경우도 재 저장하여 첨부 후 이용.

2. 첨부파일 저장시 파일 명 간단하게 입력하여 제목에 특수문자 입력 없이 진행 하십시오.

이후 동일오류가 발생되는 경우

3. 새창으로 정부24 접속

4.도구 - 호환성보기 설정 - gov.kr 추가

5. 정부24 상단 고객센터 - 민원발급지원 - 프로그램 설치 확인 - 구비서류 업로드 (DEXT5) 실행 후 이용 바랍니다.",[]
154,민원발급,"""문서보호 기능을 지원하는 모듈이 설치되지 않아, 문서를 열람할 수 없습니다"" 메시지가 확인됩니다.","문서보호 기능을 지원하는 모듈이 설치되지 않아 문서를 열람할 수 없습니다."" 나오더라도 상단 프린터 아이콘 클릭하시어 출력은 가능합니다.

뷰어프로그램상 출력 전에 원본문서를 열람할 수 있는 기능이 있으나 이용하시는 pc의 보안설정이 높거나, 원격이나 블루투스, 보안 등의 프로그램이 구동중인 경우 원본문서 열람이 안되는 부분입니다.

따라서 출력을 원하시면 해당 메시지 나오더라도 상단 프린터 아이콘 클릭하여 인쇄진행하시고,
열람을 원하시면 인터넷 접속을 관리자권한 실행으로 진행하거나, pc에 구동중인 프로그램들을 모두 종료 후 이용바랍니다.

<인터넷 접속시 관리자권한 실행 방법>
1. 왼쪽 하단에 시작 버튼 옆에 아이콘 중 ""e""라고 되어 있는 아이콘에 오른쪽 마우스 클릭, ""Internet Explorer"" 에 오른쪽 마우스를 클릭하면 ""관리자 권한으로 실행""이라는 항목이 나옵니다.
2. ""관리자 권한으로 실행""을 클릭 후 새 창에서 정부24접속하여 이용해 주시기 바랍니다.",[]
155,민원발급,"문서출력시 ezPDF Reader 창에 노란색 느낌표, ezpdf reader ! 창이 나오면서 출력이 안됩니다.","문서출력시 ezPDF Reader 창에 느낌표의 창이 나오신다며 모든 인터넷창을 닫으신후 아래와 같은 방법으로 새창접속 후 이용부탁드립니다.

시작-모든프로그램-internet explore 에 마우스 우클릭 관리자권한 실행으로 새창열어
주소(www.gov.kr)를 직접 입력 후 이용해 주시면 됩니다.

정부24 로그인후 인터넷 도구->호환성보기설정 ->이웹사이트추가에 gov.kr 추가->하단 호환성보기에서 모든 웹사이트 표시 체크후 닫기클릭후

정부24 MyGov - 신청내역 - 서비스 신청내역에서 출력부탁드립니다",[]
